Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r002000.in,2000,16000,2,cuda_gpu_kern_sum,84.4,104351,1,104351.0,104351.0,104351,104351,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r002000.in,2000,16000,2,cuda_gpu_kern_sum,15.6,19360,1,19360.0,19360.0,19360,19360,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r002000.in,2000,16000,3,wall,100.0,441177536,1,,,,,,total
synth_L008_r002000.in,2000,16000,3,nvtx_pushpop_sum,56.7,314076,1,314076.0,314076.0,314076,314076,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,3,nvtx_pushpop_sum,43.3,240052,1,240052.0,240052.0,240052,240052,0.0,:build_reverse_tables
synth_L008_r002000.in,2000,16000,3,nvtx_sum,56.7,314076,1,314076.0,314076.0,314076,314076,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,3,nvtx_sum,43.3,240052,1,240052.0,240052.0,240052,240052,0.0,PushPop,:build_reverse_tables
synth_L008_r002000.in,2000,16000,3,cuda_gpu_kern_sum,84.4,104992,1,104992.0,104992.0,104992,104992,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r002000.in,2000,16000,3,cuda_gpu_kern_sum,15.6,19391,1,19391.0,19391.0,19391,19391,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r004000.in,4000,32000,1,wall,100.0,439744761,1,,,,,,total
synth_L008_r004000.in,4000,32000,1,nvtx_pushpop_sum,51.6,378801,1,378801.0,378801.0,378801,378801,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,1,nvtx_pushpop_sum,48.4,354777,1,354777.0,354777.0,354777,354777,0.0,:build_reverse_tables
synth_L008_r004000.in,4000,32000,1,nvtx_sum,51.6,378801,1,378801.0,378801.0,378801,378801,0.0,PushPop,:fixpoint
synth_L008_r004000.in,4000,32000,1,nvtx_sum,48.4,354777,1,354777.0,354777.0,354777,354777,0.0,PushPop,:build_reverse_tables
synth_L008_r004000.in,4000,32000,1,cuda_gpu_kern_sum,81.3,154751,1,154751.0,154751.0,154751,154751,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r004000.in,4000,32000,1,cuda_gpu_kern_sum,18.7,35520,1,35520.0,35520.0,35520,35520,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r004000.in,4000,32000,2,wall,100.0,516357381,1,,,,,,total
synth_L008_r004000.in,4000,32000,2,nvtx_pushpop_sum,51.2,377572,1,377572.0,377572.0,377572,377572,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,2,nvtx_pushpop_sum,48.8,359572,1,359572.0,359572.0,359572,359572,0.0,:build_reverse_tables
synth_L008_r004000.in,4000,32000,2,nvtx_sum,51.2,377572,1,377572.0,377572.0,377572,377572,0.0,PushPop,:fixpoint
synth_L008_r004000.in,4000,32000,2,nvtx_sum,48.8,359572,1,359572.0,359572.0,359572,359572,0.0,PushPop,:build_reverse_tables
synth_L008_r004000.in,4000,32000,2,cuda_gpu_kern_sum,81.3,154399,1,154399.0,154399.0,154399,154399,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r004000.in,4000,32000,2,cuda_gpu_kern_sum,18.7,35551,1,35551.0,35551.0,35551,35551,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r004000.in,4000,32000,3,wall,100.0,515882022,1,,,,,,total
synth_L008_r004000.in,4000,32000,3,nvtx_pushpop_sum,55.2,455087,1,455087.0,455087.0,455087,455087,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,3,nvtx_pushpop_sum,44.8,368992,1,368992.0,368992.0,368992,368992,0.0,:build_reverse_tables
synth_L008_r004000.in,4000,32000,3,nvtx_sum,55.2,455087,1,455087.0,455087.0,455087,455087,0.0,PushPop,:fixpoint
